movie_language_id,movie_id,language_code
1004,78285,fr
1005,11228,en
1006,10779,en
1007,26748,en
1008,26748,es
1009,38223,en
1010,9294,en
1011,49963,en
1012,11363,en
1013,11363,fr
1014,1645,en
1015,31546,en
1016,77056,fr
1017,36344,en
1018,18550,en
1019,11511,en
1020,172198,hu
1021,34170,en
1022,281085,en
1023,109478,en
1024,124645,en
1025,12606,en
1026,35206,fr
1027,151489,cy
1028,4837,fr
1029,4837,en
1030,12632,de
1031,9098,de
1032,124614,en
1033,18975,en
1034,18975,it
1035,11962,en
1036,2925,en
1037,28628,en
1038,3595,en
1039,9308,en
1040,92381,en
1041,18555,en
1042,12123,en
1043,10830,en
1044,3573,en
1045,10546,en
1046,10546,de
1047,18862,en
1048,31417,fr
1049,9431,en
1050,9431,es
1051,297645,zh
1052,48144,zh
1053,46986,en
1054,46986,de
1055,46986,ja
1056,144982,en
1057,47907,en
1058,10061,en
1059,36266,vi
1060,549,en
1061,549,es
1062,10478,en
1063,66634,en
1064,116690,ja
1065,213917,fr
1066,145925,it
1067,238,en
1068,238,it
1069,238,la
1070,159,de
1071,11134,cn
1072,11134,en
1073,11134,ms
1074,11134,th
1075,88224,en
1076,132641,ja
1077,42758,en
1078,9303,en
1079,23945,en
1080,37820,en
1081,22479,en
1082,9054,en
1083,241058,en
1084,11985,zh
1085,10232,de
1086,59569,en
1087,38955,cn
1088,110513,en
1089,11015,en
1090,9306,en
1091,12559,en
1092,12559,fr
1093,12559,es
1094,58770,en
1095,3587,en
1096,10723,en
1097,56077,en
1098,19004,en
1099,101230,nl
1100,101230,en
1101,10987,en
1102,44705,en
1103,44705,es
1104,20318,en
1105,20318,de
1106,20318,yi
1107,43596,de
1108,79782,pl
1109,26933,fr
1110,27854,es
1111,27854,en
1112,981,en
1113,872,en
1114,2769,en
1115,2769,fr
1116,2769,de
1117,13320,en
1118,164,en
1119,164,pt
1120,426,en
1121,567,en
1122,3078,en
1123,13528,en
1124,28288,en
1125,28288,fr
1126,28288,it
1127,213,en
1128,284,en
1129,239,en
1130,4808,en
1131,4808,fr
1132,4808,de
1133,4808,it
1134,289,de
1135,289,fr
1136,289,it
1137,289,en
1138,963,en
1139,11113,en
1140,6620,en
1141,6620,it
1142,804,en
1143,804,it
1144,26531,en
1145,909,en
1146,630,en
1147,770,en
1148,31044,en
1149,599,en
1150,15,en
1151,62,en
1152,62,ru
1153,121357,en
1154,121357,de
1155,705,en
1156,705,fr
1157,22490,en
1158,22490,fr
1159,223,en
1160,223,fr
1161,25670,nl
1162,25670,en
1163,25670,lv
1164,303,en
1165,4174,en
1166,8356,en
1167,8356,fr
1168,8356,it
1169,8356,pt
1170,381,fr
1171,381,en
1172,20758,it
1173,20758,en
1174,29376,fr
1175,29376,en
1176,1859,en
1177,18299,en
1178,18299,fr
1179,17281,en
1180,17281,fr
1181,64382,en
1182,10907,en
1183,32093,en
1184,32093,es
1185,1939,en
1186,22292,en
1187,3598,en
1188,3598,zh
1189,3598,es
1190,3080,en
1191,3080,it
1192,198,en
1193,13562,en
1194,13562,hu
1195,1712,en
1196,1712,es
1197,220,en
1198,3529,en
1199,3085,en
1200,2897,en
1201,2897,es
1202,2897,fr
1203,1585,en
1204,3083,en
1205,900,en
1206,43795,en
1207,85638,en
1208,50001,en
1209,43905,en
1210,22688,en
1211,23114,en
1212,26378,en
1213,40206,en
1214,22356,en
1215,260,en
1216,43488,en
1217,43488,it
1218,22613,en
1219,22613,es
1220,10331,en
1221,488,en
1222,488,de
1223,488,sw
1224,22733,it
1225,22733,en
1226,261,en
1227,57575,en
1228,57575,hu
1229,32574,en
1230,22657,en
1231,22657,es
1232,76464,en
1233,22649,en
1234,176841,en
1235,39448,cn
1236,39448,en
1237,52855,en
1238,52855,pl
1239,39940,en
1240,85328,en
1241,11076,en
1242,63945,en
1243,58985,en
1244,890,de
1245,10861,en
1246,1770,en
1247,44465,en
1248,2033,en
1249,18203,en
1250,9333,en
1251,47260,en
1252,9400,en
1253,9401,en
1254,9401,vi
1255,12241,en
1256,12241,es
1257,11306,en
1258,9625,en
1259,10680,en
1260,6346,en
1261,6346,pl
1262,18660,en
1263,18660,de
1264,35115,es
1265,35115,en
1266,14821,en
1267,14136,es
1268,14136,en
1269,14136,cn
1270,10869,en
1271,22660,en
1272,19186,en
1273,31102,en
1274,6878,en
1275,15944,en
1276,18444,en
1277,18444,it
1278,20723,en
1279,173,en
1280,864,en
1281,864,fr
1282,864,de
1283,864,ru
1284,24795,en
1285,24795,fr
1286,24795,it
1287,24795,es
1288,11224,en
1289,81310,en
1290,15947,en
1291,15947,pt
1292,15947,es
1293,9078,en
1294,29682,en
1295,8367,en
1296,433,en
1297,11360,en
1298,11114,en
1299,12335,en
1300,12092,en
1301,10948,en
1302,11229,en
1303,15121,en
1304,15121,fr
1305,15121,it
1306,562,en
1307,562,de
1308,562,it
1309,10163,en
1310,48862,en
1311,117036,en
1312,47199,en
1313,11159,en
1314,9591,en
1315,30500,en
1316,41843,en
1317,41843,de
1318,55058,en
1319,10938,en
1320,11412,en
1321,10586,en
1322,42314,en
1323,27845,it
1324,27845,en
1325,108365,en
1326,108365,fr
1327,23223,en
1328,49471,en
1329,38153,en
1330,38153,hu
1331,25147,la
1332,25147,en
1333,9716,en
1334,43777,es
1335,454,en
1336,10218,en
1337,819,en
1338,38191,en
1339,11238,en
1340,27256,en
1341,31530,en
1342,31530,fr
1343,66473,en
1344,28120,en
1345,1834,en
1346,26282,ja
1347,26282,cn
1348,26282,en
1349,37218,en
1350,252,en
1351,252,fr
1352,252,de
1353,116356,fr
1354,16372,en
1355,11561,en
1356,11561,yi
1357,11302,yi
1358,11302,en
1359,623,en
1360,623,it
1361,623,ru
1362,583,en
1363,12614,en
1364,12614,fr
1365,21711,en
1366,11575,en
1367,11575,it
1368,475,en
1369,11331,en
1370,521,en
1371,21202,it
1372,88,en
1373,500,en
1374,792,en
1375,792,vi
1376,8491,en
1377,402,en
1378,10537,en
1379,11386,en
1380,9504,en
1381,15764,cs
1382,15764,en
1383,15764,fr
1384,15764,de
1385,15764,pl
1386,15764,ru
1387,601,en
1388,67365,en
1389,25842,en
1390,2119,en
1391,744,en
1392,136311,en
1393,221,en
1394,702,en
1395,25750,en
1396,17642,en
1397,427043,de
1398,146341,bg
1399,146341,en
1400,9305,fr
1401,37616,en
1402,11112,en
1403,21612,it
1404,21612,en
1405,102461,fr
1406,36998,fr
1407,200383,en
1408,200383,fr
1409,116844,en
1410,1630,en
1411,26626,en
1412,11816,en
1413,11843,en
1414,10379,en
1415,2756,en
1416,790,en
1417,1103,en
1418,11298,en
1419,4480,it
1420,4480,fr
1421,4481,fr
1422,49688,es
1423,10765,en
1424,762,fr
1425,762,la
1426,762,en
1427,44497,en
1428,278621,en
1429,55049,fr
1430,79306,en
1431,10548,en
1432,531,en
1433,104931,ru
1434,104931,fr
1435,104931,de
1436,104931,en
1437,104931,it
1438,4483,fr
1439,18919,cs
1440,18919,la
1441,31556,en
1442,26167,en
1443,26174,en
1444,26174,it
1445,61461,it
1446,117500,fr
1447,127973,en
1448,659,de
1449,659,he
1450,659,it
1451,659,pl
1452,659,ru
1453,30892,la
1454,30892,en
1455,30892,fr
1456,30892,it
1457,30892,de
1458,8074,fr
1459,38554,en
1460,49763,en
1461,41326,en
1462,36555,en
1463,10608,en
1464,11216,it
1465,7452,en
1466,64567,en
1467,64567,fr
1468,892,fr
1469,1600,fr
1470,1600,it
1471,1600,pl
1472,26561,en
1473,26561,it
1474,975,en
1475,975,de
1476,975,la
1477,18129,en
1478,54405,en
1479,150823,en
1480,409,de
1481,409,it
1482,409,ar
1483,409,en
1484,38251,el
1485,38251,it
1486,38251,es
1487,10161,en
1488,1412,en
1489,41768,en
1490,10409,es
1491,10409,en
1492,14285,en
1493,2469,es
1494,10174,en
1495,10174,fr
1496,31225,en
1497,510,en
1498,11455,en
1499,1891,en
1500,2493,en
1501,85,en
1502,85,es
1503,85,de
1504,85,he
1505,85,ar
1506,85,ne
1507,68,en
1508,679,en
1509,429,it
1510,13446,en
1511,389,en
1512,947,ar
1513,947,en
1514,947,tr
1515,185,en
1516,595,en
1517,28,km
1518,28,en
1519,28,fr
1520,28,vi
1521,335,en
1522,1892,en
1523,144,en
1524,144,fr
1525,144,de
1526,1092,en
1527,1092,ru
1528,1092,de
1529,769,it
1530,769,en
1531,348,en
1532,348,es
1533,766,en
1534,175,en
1535,175,fr
1536,175,it
1537,11645,ja
1538,10835,cn
1539,10835,ja
1540,10835,zh
1541,539,en
1542,525,en
1543,240,en
1544,240,it
1545,240,la
1546,240,es
1547,600,en
1548,600,vi
1549,530,en
1550,10705,en
1551,10705,fr
1552,279,en
1553,279,de
1554,279,it
1555,279,la
1556,3109,en
1557,3109,ga
1558,311,en
1559,311,fr
1560,311,it
1561,1578,en
1562,703,en
1563,703,de
1564,9549,en
1565,9549,ru
1566,1398,ru
1567,387,de
1568,387,en
1569,387,fr
1570,9277,en
1571,343,en
1572,37291,en
1573,490,sv
1574,11235,en
1575,218,en
1576,763,en
1577,9665,en
1578,18971,en
1579,696,en
1580,379,gd
1581,379,it
1582,379,yi
1583,379,en
1584,207,en
1585,37247,en
1586,1480,en
1587,1480,es
1588,9322,en
1589,9322,fr
1590,9322,it
1591,826,ja
1592,826,th
1593,826,en
1594,422,de
1595,422,en
1596,422,fr
1597,422,it
1598,829,es
1599,829,cn
1600,829,en
1601,828,en
1602,828,fr
1603,828,hi
1604,828,ru
1605,3090,en
1606,9964,en
1607,3063,en
1608,13667,en
1609,13667,hu
1610,694,en
1611,235,en
1612,832,de
1613,765,en
1614,5925,en
1615,5925,de
1616,5925,fr
1617,5925,ru
1618,11778,en
1619,11778,fr
1620,11778,ru
1621,11778,vi
1622,4485,en
1623,4485,fr
1624,4485,it
1625,137,en
1626,137,fr
1627,137,it
1628,33,en
1629,982,en
1630,8428,en
1631,212,en
1632,212,de
1633,105,en
1634,1633,en
1635,11202,en
1636,1554,en
1637,1554,it
1638,149,ja
1639,8009,en
1640,903,en
1641,11673,fr
1642,3034,en
1643,3034,de
1644,339,en
1645,339,fi
1646,339,fr
1647,339,de
1648,339,it
1649,10404,zh
1650,914,en
1651,914,eo
1652,756,en
1653,288,en
1654,910,en
1655,2640,en
1656,2640,it
1657,16633,en
1658,665,en
1659,11031,en
1660,11314,en
1661,15143,en
1662,89,de
1663,89,el
1664,89,en
1665,10322,en
1666,783,en
1667,783,hi
1668,10644,en
1669,11257,en
1670,11257,it
1671,14370,en
1672,12104,en
1673,625,pt
1674,625,en
1675,625,fr
1676,625,hu
1677,625,km
1678,8816,sv
1679,830,en
1680,2323,en
1681,983,en
1682,642,en
1683,642,es
1684,655,en
1685,10341,en
1686,10341,fr
1687,10341,de
1688,10341,it
1689,10341,ja
1690,639,en
1691,266022,en
1692,168450,en
1693,30180,en
1694,31388,en
1695,41801,en
1696,66034,en
1697,348138,en
1698,61536,en
1699,18762,en
1700,8077,en
1701,814,en
1702,41671,en
1703,41671,pt
1704,27214,en
1705,52263,en
1706,33519,en
1707,16235,en
1708,11449,en
1709,41848,en
1710,41848,it
1711,25944,en
1712,24913,en
1713,49126,en
1714,32076,en
1715,32076,es
1716,571,en
1717,8851,en
1718,37843,en
1719,32146,en
1720,30346,en
1721,6114,la
1722,6114,ro
1723,6114,bg
1724,6114,el
1725,6114,en
1726,229,en
1727,13549,en
1728,9529,en
1729,1598,en
1730,11349,en
1731,7340,en
1732,6217,en
1733,377,en
1734,28198,it
1735,794,en
1736,794,it
1737,794,la
1738,31640,en
1739,8744,en
1740,25189,en
1741,145,en
1742,2212,en
1743,199,en
1744,7863,en
1745,7863,yi
1746,12498,en
1747,9279,en
1748,53234,en
1749,53234,fr
1750,53234,it
1751,17204,en
1752,21539,en
1753,21539,es
1754,85589,no
1755,12709,fr
1756,20539,en
1757,11674,en
1758,64900,en
1759,64900,fr
1760,64900,ru
1761,1573,en
1762,1573,es
1763,152,en
1764,174,en
1765,172,en
1766,154,en
1767,157,en
1768,157,ru
1769,168,en
1770,168,fi
1771,364,en
1772,11967,en
1773,9086,en
1774,621,en
1775,9037,en
1776,10173,en
1777,55687,en
1778,168535,en
1779,8845,en
1780,46681,en
1781,46681,es
1782,578,en
1783,579,en
1784,17692,en
1785,17795,en
1786,75,en
1787,75,fr
1788,13891,en
1789,9390,en
1790,9390,pl
1791,378,en
1792,10896,en
1793,2322,en
1794,2322,zh
1795,2322,ru
1796,41240,en
1797,26949,en
1798,26949,it
1799,9819,en
1800,9819,es
1801,49799,en
1802,31908,en
1803,46027,en
1804,3179,cs
1805,3179,en
1806,1802,fr
1807,1802,de
1808,4232,en
1809,9361,en
1810,9361,fr
1811,2928,en
1812,2928,pt
1813,30285,en
1814,10549,en
1815,58102,en
1816,58102,ga
1817,18451,en
1818,27265,en
1819,49935,fr
1820,8818,en
1821,8818,es
1822,36758,it
1823,36758,en
1824,36040,en
1825,74239,en
1826,9415,en
1827,303693,en
1828,303693,de
1829,12145,en
1830,42424,en
1831,34314,en
1832,2892,en
1833,9404,en
1834,9404,ru
1835,9404,uk
1836,9404,zh
1837,9404,cn
1838,9622,en
1839,8860,en
1840,66597,en
1841,14832,en
1842,9619,en
1843,40506,en
1844,31000,en
1845,31000,es
1846,4104,en
1847,4104,pt
1848,26306,en
1849,43775,es
1850,14908,en
1851,784,cs
1852,784,ru
1853,784,sk
1854,12489,en
1855,16448,en
1856,55936,ru
1857,17894,en
1858,28059,en
1859,58911,en
1860,17949,en
1861,1968,en
1862,61563,en
1863,66,en
1864,66,es
1865,20735,en
1866,20735,fr
1867,11419,en
1868,25796,en
