movie_id,title,original_language,status,revenue,budget,release_date,runtime,popularity,vote_average,vote_count
139405,Across the Sea of Time,en,Released,0,0,10/20/1995,51,0.114469,3.5,2
33689,It Takes Two,en,Released,0,0,11/17/1995,101,7.777735,6.1,149
9603,Clueless,en,Released,0,12000000,7/19/1995,97,9.882383,6.9,828
34615,Cry the Beloved Country,en,Released,676525,0,12/15/1995,106,0.894647,6.7,13
31174,Richard III,en,Released,0,0,12/29/1995,104,4.561387,6.9,50
11443,Dead Presidents,en,Released,0,10000000,10/6/1995,119,9.87957,6.6,80
35196,Restoration,en,Released,0,19000000,12/29/1995,117,10.979269,6.3,30
9312,Mortal Kombat,en,Released,122195920,18000000,8/18/1995,101,10.870138,5.4,452
577,To Die For,en,Released,21284514,20000000,5/20/1995,106,10.448481,6.7,177
11861,How To Make An American Quilt,en,Released,23574130,10000000,10/6/1995,116,4.485958,6.5,38
807,Se7en,en,Released,327311859,33000000,9/22/1995,127,18.45743,8.1,5915
10530,Pocahontas,en,Released,346079773,55000000,6/14/1995,81,13.280069,6.7,1509
8391,When Night Is Falling,en,Released,0,0,5/5/1995,96,3.302524,5.9,10
629,The Usual Suspects,en,Released,23341568,6000000,7/19/1995,106,16.302466,8.1,3334
117164,Guardian Angel,en,Released,0,0,11/22/1994,93,0.595949,6.3,3
11448,Mighty Aphrodite,en,Released,6700000,15000000,9/13/1995,95,15.899134,6.7,145
49133,Lamerica,it,Released,0,0,1/1/1994,116,1.361286,7.7,11
26441,The Big Green,en,Released,0,0,9/29/1995,100,5.982764,5.2,41
97406,Georgia,en,Released,0,0,5/19/1995,115,4.093443,6.1,15
124057,Kids of the Round Table,en,Released,0,0,7/8/1997,89,0.307075,3,1
9089,Home for the Holidays,en,Released,17519169,0,11/2/1995,103,8.416802,6.3,39
11010,The Postman,it,Released,0,0,9/22/1994,108,10.168437,7.6,181
99040,The Confessional,fr,Released,0,0,9/29/1995,100,0.120789,6.5,2
11359,The Indian in the Cupboard,en,Released,0,45000000,7/14/1995,96,10.673296,5.9,136
17182,Eye for an Eye,en,Released,0,20000000,1/12/1996,101,4.733526,5.8,65
2054,Mr  Hollands Opus,en,Released,106269971,0,12/29/1995,137,7.137117,6.9,115
10607,Dont Be a Menace to South Central While Drinking Your Juice in the Hood,en,Released,0,0,1/12/1996,89,11.700115,6.2,192
19760,Two If by Sea,en,Released,0,0,1/12/1996,96,2.174487,4.5,14
9536,Bio Dome,en,Released,0,15000000,1/12/1996,88,6.387469,4.4,110
11525,Lawnmower Man 2 Beyond Cyberspace,en,Released,2409225,0,1/12/1996,92,2.49535,2.8,32
40628,Two Bits,en,Released,0,0,10/22/1995,85,4.046208,5.4,11
4482,French Twist,fr,Released,0,0,2/8/1995,95,2.518051,6,43
10634,Friday,en,Released,28215918,3500000,4/26/1995,91,14.56965,7,513
755,From Dusk Till Dawn,en,Released,25836616,19000000,1/19/1996,108,15.339153,6.9,1644
11859,Fair Game,en,Released,11534477,50000000,11/3/1995,91,5.912223,4.1,54
28387,Kicking and Screaming,en,Released,718490,0,10/6/1995,96,3.367276,7,36
48750,Les Miserables,fr,Released,0,0,3/22/1995,175,1.479446,6.6,8
20927,Bed of Roses,en,Released,19030691,0,1/26/1996,87,10.412194,5.1,27
36929,Big Bully,en,Released,2042530,15000000,1/26/1996,90,2.936443,3.9,16
9102,Screamers,en,Released,5781885,20000000,9/8/1995,108,12.758848,6.1,154
124626,Nico Icon,en,Released,0,0,2/18/1995,70,0.133893,7.3,3
27526,The Crossing Guard,en,Released,0,0,11/15/1995,111,5.756462,6.1,74
9623,The Juror,en,Released,0,44000000,2/2/1996,118,6.010579,5.5,91
46785,The White Balloon,fa,Released,0,0,1/1/1995,85,1.196256,7.5,20
400,Things to Do in Denver When Youre Dead,en,Released,529766,8000000,12/1/1995,116,4.486179,6.7,87
880,Antonias Line,nl,Released,0,900000,9/12/1995,102,2.030174,7.2,26
146599,Once Upon a Time    When We Were Colored,en,Released,0,0,1/26/1996,115,0.252287,4.5,2
188588,Last Summer in the Hamptons,en,Released,0,0,11/22/1995,108,0.531159,0,0
8447,Angels and Insects,en,Released,0,0,9/10/1995,118,2.15166,6.3,17
10534,White Squall,en,Released,10300000,38000000,2/2/1996,129,9.568604,6.3,86
17414,Dunston Checks In,en,Released,0,16000000,1/12/1996,88,4.814825,5.1,59
13997,Black Sheep,en,Released,32,0,2/1/1996,87,8.963037,6,124
2086,Nick of Time,en,Released,8175346,8169363,11/22/1995,90,6.848591,6.1,190
61548,The Journey of August King,en,Released,0,0,9/14/1995,91,0.411424,6.7,3
9095,Mary Reilly,en,Released,12379402,47000000,2/23/1996,104,12.866139,5.7,77
12158,Vampire in Brooklyn,en,Released,19800000,14000000,10/26/1995,100,9.071127,4.5,113
9283,Beautiful Girls,en,Released,0,0,2/9/1996,112,4.670562,6.6,103
9208,Broken Arrow,en,Released,150270147,50000000,2/9/1996,108,14.957626,5.7,459
40154,A Midwinters Tale,en,Released,0,0,12/1/1995,99,0.513391,7.5,6
406,La Haine,fr,Released,0,3000000,5/31/1995,98,12.108196,7.9,695
45549,Shopping,en,Released,0,0,12/6/1994,105,2.657647,5.6,13
63076,Heidi Fleiss Hollywood Madam,en,Released,0,0,12/27/1995,106,0.638211,6.8,4
11062,City Hall,en,Released,0,0,2/16/1996,111,4.807223,6,67
13685,Bottle Rocket,en,Released,560069,7000000,2/21/1996,91,6.904831,6.8,285
47475,Mr  Wrong,en,Released,0,0,2/16/1996,96,3.329264,3.3,16
2045,Unforgettable,en,Released,0,18000000,2/23/1996,106,2.464425,5.3,22
9614,Happy Gilmore,en,Released,41205099,12000000,2/16/1996,92,9.592265,6.5,767
688,The Bridges of Madison County,en,Released,182016617,24000000,5/28/1995,135,5.951077,7.3,397
11907,Nobody Loves Me,de,Released,0,0,11/7/1994,104,1.015068,5.1,5
10874,Muppet Treasure Island,en,Released,34327391,0,2/16/1996,100,6.902423,6.5,93
89333,Catwalk,en,Released,0,0,12/8/1995,95,0.976707,7,2
96357,Headless Body in Topless Bar,en,Released,0,0,5/20/1995,110,0.001346,0,0
197,Braveheart,en,Released,210000000,72000000,5/24/1995,177,20.755149,7.7,3404
103,Taxi Driver,en,Released,28262574,1300000,2/7/1976,114,14.092713,8.1,2632
33542,Rumble in the Bronx,cn,Released,32392047,7500000,1/30/1995,91,12.314278,6.5,245
43566,Before and After,en,Released,0,35000000,2/23/1996,108,2.938293,5.8,37
71754,Margarets Museum,en,Released,0,0,9/13/1995,114,0.372697,7.5,2
43612,Happiness Is in the Field,en,Released,0,13365000,1/31/1995,106,1.254885,7,23
51352,Anne Frank Remembered,en,Released,1,0,6/8/1995,117,0.243986,7.3,4
16934,The Young Poisoners Handbook,en,Released,0,0,1/20/1995,99,6.178497,6.9,19
10324,If Lucy Fell,en,Released,0,0,3/8/1996,92,2.891918,5.4,11
78406,Steal Big Steal Little,en,Released,6278139,25000000,9/29/1995,113,1.522412,5.1,7
55731,Race the Sun,en,Released,0,0,3/22/1996,100,1.317878,5.2,21
32119,The Boys of St  Vincent,en,Released,0,0,12/6/1992,90,0.86539,7,7
11066,Boomerang,en,Released,70100000,40000000,6/30/1992,117,6.506983,5.4,139
11104,Chungking Express,cn,Released,0,0,7/14/1994,102,6.778979,7.9,249
37975,The Star Maker,it,Released,0,0,9/21/1995,113,1.702639,6.8,29
2074,Flirting with Disaster,en,Released,14702438,7000000,3/22/1996,92,5.579088,6.3,66
27793,The Neverending Story III Escape from Fantasia,en,Released,0,17000000,10/26/1994,95,6.252377,4.4,105
44284,The Silences of the Palace,ar,Released,0,0,9/30/1994,116,0.406754,4.3,3
290157,Jupiters Wife,en,Released,0,0,1/1/1995,87,0.001178,0,0
110972,Pie in the Sky,en,Released,0,0,2/9/1996,95,0.699066,7,2
32622,Angela,en,Released,0,0,1/1/1995,99,2.197439,5.6,9
73067,Frankie Starlight,it,Released,0,0,11/22/1995,101,0.637554,5.4,4
11863,Jade,en,Released,9851610,50000000,10/13/1995,95,11.418917,5.1,45
55475,Nueba Yol,es,Released,0,0,8/16/1995,102,0.291021,5.5,1
124636,Sonic Outlaws,en,Released,0,0,8/1/1995,87,0.001838,0,0
9101,Down Periscope,en,Released,0,0,3/1/1996,92,5.184977,5.6,110
123360,From the Journals of Jean Seberg,en,Released,0,0,9/8/1995,97,0.276401,6.5,2
5757,Man of the Year,en,Released,209935,0,9/15/1995,86,0.540436,3.8,2
39428,The Neon Bible,en,Released,0,0,8/23/1995,91,0.370342,7.2,5
124639,Target,en,Released,0,0,8/1/1995,122,0.001205,0,0
9302,Up Close and Personal,en,Released,0,60000000,3/1/1996,119,3.402749,5.9,51
11000,The Birdcage,en,Released,185260553,31000000,3/8/1996,117,6.49968,6.7,303
249882,Virgin Mary,en,Released,0,0,10/12/1995,125,0.918504,7,2
16388,The Brothers McMullen,en,Released,0,0,8/9/1995,98,2.039196,6.3,23
9737,Bad Boys,en,Released,141407024,19000000,4/7/1995,118,9.262184,6.5,1729
30765,The Amazing Panda Adventure,en,Released,0,0,8/25/1995,81,2.375865,5,31
10474,The Basketball Diaries,en,Released,0,0,4/21/1995,102,7.415144,7.2,472
22279,An Awfully Big Adventure,en,Released,851545,4000000,7/21/1995,113,0.922958,6,11
30157,Amateur,en,Released,0,0,8/5/1994,105,1.759012,6.5,21
568,Apollo 13,en,Released,355237933,52000000,6/30/1995,140,18.761467,7.3,1637
11780,Rob Roy,en,Released,31596911,28000000,4/13/1995,139,10.193549,6.5,151
34996,The Addiction,en,Released,0,0,1/10/1995,82,3.137285,6.4,46
414,Batman Forever,en,Released,336529144,100000000,6/16/1995,121,13.321354,5.2,1529
649,Belle de Jour,fr,Released,0,0,5/24/1967,101,10.142662,7.3,163
1873,Beyond Rangoon,en,Released,0,0,5/24/1995,100,2.04189,6.4,21
5894,Blue in the Face,en,Released,1275000,2000000,9/15/1995,83,11.528147,6.8,28
1775,Canadian Bacon,en,Released,178104,11000000,6/8/1995,91,5.391556,5.9,57
8839,Casper,en,Released,287928194,50000000,5/26/1995,100,12.812539,6,1045
20649,Clockers,en,Released,13071518,25000000,9/15/1995,128,4.558992,6.8,69
10329,Congo,en,Released,152022101,50000000,6/9/1995,109,7.260574,5,214
8963,Crimson Tide,en,Released,157387195,53000000,5/12/1995,116,8.657365,7,508
26564,Crumb,en,Released,3174695,0,9/10/1994,119,3.620388,7.6,71
8068,Desperado,en,Released,25405445,7000000,8/25/1995,104,6.950458,6.8,898
8512,Devil in a Blue Dress,en,Released,16140822,27000000,9/15/1995,102,4.646132,6.3,88
1572,Die Hard With a Vengeance,en,Released,366101666,90000000,5/19/1995,128,15.138855,6.9,2094
13552,The Doom Generation,en,Released,0,0,10/27/1995,80,7.120806,5.6,57
259209,Feast of July,en,Released,0,0,10/12/1995,116,0.523575,0,0
6520,First Knight,en,Released,127600435,55000000,7/7/1995,134,15.178338,5.9,319
9073,Free Willy 2   The Adventure Home,en,Released,0,0,7/19/1995,95,7.575098,5.5,130
10428,Hackers,en,Released,7563728,20000000,9/14/1995,107,14.810519,6.2,406
17447,Jeffrey,en,Released,0,0,8/18/1995,92,3.196456,6.5,19
9886,Johnny Mnemonic,en,Released,19075720,25000000,5/26/1995,97,11.715868,5.5,380
9482,Judge Dredd,en,Released,113493481,90000000,6/30/1995,96,8.184815,5.4,643
19326,Jury Duty,en,Released,17014653,0,4/12/1995,88,3.676921,4,34
9344,Kids,en,Released,7412216,1500000,7/28/1995,91,4.877872,6.8,280
9071,Living in Oblivion,en,Released,1148752,500000,1/20/1995,89,10.058329,7.2,64
8973,Lord of Illusions,en,Released,0,0,8/25/1995,119,4.102409,5.9,87
15730,Love and Human Remains,en,Released,0,0,5/20/1993,100,0.354014,7,7
47608,Mad Love,en,Released,15453274,0,5/26/1995,95,2.624771,5.5,27
2293,Mallrats,en,Released,2122561,6000000,10/20/1995,94,8.25547,6.8,400
9070,Mighty Morphin Power Rangers The Movie,en,Released,66000000,15000000,6/30/1995,92,7.024227,5.2,153
68274,Moonlight and Valentino,en,Released,0,0,9/29/1995,100,1.01115,5.6,10
48787,Mute Witness,en,Released,1,2,9/28/1995,95,2.466066,6.4,36
34574,Nadja,en,Released,0,0,9/13/1994,93,7.720056,5.9,12
1642,The Net,en,Released,110627965,22000000,7/28/1995,114,13.304342,5.6,359
11472,Nine Months,en,Released,69660733,0,7/12/1995,103,8.482834,5.5,171
36196,Party Girl,en,Released,472370,150000,6/9/1995,94,1.165039,5.8,14
11980,The Prophecy,en,Released,16,8,9/1/1995,98,10.187623,6.4,139
58372,Reckless,en,Released,0,0,11/17/1995,91,0.119713,10,1
32646,Safe,en,Released,0,0,6/23/1995,119,8.180047,7.2,62
10533,The Scarlet Letter,en,Released,10382407,50000000,10/13/1995,135,6.752119,5.5,111
56088,The Show,en,,0,0,8/25/1995,93,0.159596,5.3,2
10802,Showgirls,en,Released,20350754,45000000,9/22/1995,128,17.502375,4.9,261
10149,Smoke,en,Released,8349430,7000000,6/9/1995,112,5.552946,7.2,115
18402,Something to Talk About,en,Released,50892160,0,8/4/1995,106,3.743212,5.7,60
9348,Species,en,Released,113374103,35000000,7/7/1995,108,13.492845,5.5,457
139408,The Stars Fell on Henrietta,en,Released,0,0,9/15/1995,109,0.913522,6.6,6
281,Strange Days,en,Released,7959291,42000000,10/13/1995,145,11.223055,6.8,334
5967,The Umbrellas of Cherbourg,fr,Released,0,0,2/19/1964,91,8.133881,7.6,119
79593,The Tie That Binds,en,Released,5780000,14000000,9/8/1995,99,1.820419,4.6,9
47939,Three Wishes,en,Released,7025496,0,10/27/1995,115,11.002046,6.1,18
36834,Total Eclipse,en,Released,339889,0,11/2/1995,111,4.546552,6.5,112
9090,To Wong Foo Thanks for Everything Julie Newmar,en,Released,47774193,0,9/7/1995,105,7.653446,6.3,117
3512,Under Siege 2 Dark Territory,en,Released,104324083,60000000,7/13/1995,100,7.490247,5.6,217
52856,Unstrung Heroes,en,Released,0,0,9/15/1995,93,2.881689,6.4,9
77350,Unzipped,en,Released,0,0,8/11/1995,73,0.786023,6,6
9560,A Walk in the Clouds,en,Released,50012507,20000000,8/11/1995,103,9.715639,6.5,168
9804,Waterworld,en,Released,264218220,175000000,7/28/1995,135,16.885184,5.9,1017
31611,White Mans Burden,en,Released,0,8000000,12/1/1995,89,1.834099,5.1,25
65796,Wild Bill,en,Released,0,30000000,12/1/1995,98,8.922139,5.9,27
49805,The Browning Version,en,Released,0,0,10/12/1994,97,3.727644,6,11
26258,Bushwhacked,en,Released,0,0,8/4/1995,90,3.287036,4.9,29
50797,Burnt by the Sun,ru,Released,2616503,2800000,5/1/1994,135,2.486073,6.7,35
19155,Before the Rain,en,Released,763847,0,6/9/1994,113,3.525649,7.7,45
76,Before Sunrise,en,Released,5535405,2500000,1/27/1995,105,11.304979,7.7,984
11017,Billy Madison,en,Released,26488734,10000000,2/10/1995,89,6.638116,6.2,464
37141,The Babysitter,en,Released,0,0,10/17/1995,90,2.761837,4.7,27
9382,Boys on the Side,en,Released,23450000,21000000,2/3/1995,115,3.030309,6.3,48
6715,The Cure,en,Released,0,0,4/21/1995,97,2.686342,7.2,58
18256,Castle Freak,en,Released,0,0,8/4/1995,95,2.26977,5.8,40
22625,Circle of Friends,en,Released,0,0,3/16/1995,103,2.605521,6.5,30
2292,Clerks,en,Released,3151130,27000,9/13/1994,92,10.513367,7.4,769
1909,Don Juan DeMarco,en,Released,22200000,25000000,10/1/1994,97,7.438934,6.3,184
8984,Disclosure,en,Released,214015089,55000000,12/9/1994,123,11.812244,5.9,217
61813,Dream Man,en,Released,0,0,1/1/1995,0,0.155859,2.5,1
4954,Drop Zone,en,Released,0,45000000,12/8/1994,101,9.579155,5.1,91
62488,Destiny Turns on the Radio,it,Released,0,0,4/28/1995,0,0.710671,5.3,9
10531,Death and the Maiden,en,Released,0,0,5/4/1994,103,5.484156,7.1,92
11929,Dolores Claiborne,en,Released,0,0,3/24/1995,132,5.8025,7.1,183
8467,Dumb and Dumber,en,Released,247275374,16000000,12/16/1994,107,9.844558,6.5,1894
10451,Eat Drink Man Woman,zh,Released,7294403,0,8/3/1994,123,4.860016,7.5,76
20156,Exotica,en,Released,0,0,9/24/1994,103,5.378467,6.5,64
18395,Exit to Eden,en,Released,6841570,0,10/14/1994,113,4.322726,4.3,28
522,Ed Wood,en,Released,5887457,18000000,9/27/1994,127,11.720358,7.3,639
397,French Kiss,en,Released,0,0,5/5/1995,111,9.146544,6.2,179
10525,Forget Paris,en,Released,0,0,5/19/1995,101,16.236745,6.1,38
27985,Far from Home The Adventures of Yellow Dog,en,Released,0,0,1/13/1995,87,2.657337,5.6,27
15789,A Goofy Movie,en,Released,35348597,0,4/7/1995,78,10.177977,6.7,404
27303,Hideaway,en,Released,12201255,15000000,3/3/1995,103,8.182165,5,24
21183,Fluke,en,Released,0,0,6/2/1995,96,4.953936,6.6,48
10954,Farinelli,fr,Released,0,0,12/7/1994,111,8.935058,5.9,20
47867,Gordy,en,Released,3992809,0,5/12/1995,90,0.398924,3,4
43475,Gumby The Movie,en,Released,0,0,12/1/1995,77,0.090452,5,2
72031,The Glass Shield,en,Released,0,0,9/16/1994,109,1.012197,5.4,9
14275,Hoop Dreams,en,Released,7830611,700000,9/12/1994,171,9.47666,7.7,91
1024,Heavenly Creatures,en,Released,3049135,5000000,9/2/1994,99,9.438042,6.9,299
17207,Houseguest,en,Released,26325256,10500000,1/6/1995,113,2.688562,6,17
13701,Immortal Beloved,en,Released,0,120,12/16/1994,121,7.983666,6.9,90
14819,Heavyweights,en,Released,17689177,0,2/17/1995,100,9.546707,6,97
32631,The Hunted,en,Released,0,0,2/24/1995,106,2.756986,6,25
11777,I Q ,en,Released,0,25000000,12/24/1994,100,5.146352,5.9,112
628,Interview with the Vampire,en,Released,223664608,60000000,11/11/1994,123,11.970205,7.2,1558
87729,Jefferson in Paris,en,Released,2474000,14000000,3/31/1995,139,1.596058,5.2,10
18713,The Jerky Boys,en,Released,0,0,2/3/1995,82,0.748846,4.8,10
6280,Junior,en,Released,37000000,60000000,11/22/1994,109,6.710215,4.7,381
9061,Just Cause,en,Released,0,0,2/17/1995,102,9.195256,6,124
37108,A Kid in King Arthurs Court,en,Released,0,0,8/11/1995,89,5.874511,4.3,40
6071,Kiss of Death,en,Released,0,40000000,4/21/1995,101,7.797512,5.7,83
11,Star Wars,en,Released,775398007,11000000,5/25/1977,121,42.149697,8.1,6778
9587,Little Women,en,Released,0,18000000,12/21/1994,115,9.774994,7,222
19101,A Little Princess,en,Released,0,17000000,5/10/1995,97,7.731725,7.4,207
49980,Ladybird Ladybird,en,Released,0,0,2/18/1994,101,0.84508,7.4,14
17961,LEnfer,fr,Released,0,10000000,2/16/1994,100,1.948315,6.6,22
18183,Like Water for Chocolate,es,Released,21665468,2000000,4/16/1992,105,4.126083,6.6,70
4476,Legends of the Fall,en,Released,160638883,30000000,12/16/1994,133,12.199047,7.2,636
11008,Major Payne,en,Released,0,0,3/24/1995,95,9.253362,6.1,164
47504,Little Odessa,en,Released,0,0,10/27/1994,98,1.861292,6.4,31
32325,Mi Vida Loca,en,Released,0,0,6/8/1994,92,1.788829,5.7,9
43742,Love Affair,en,Released,0,60000000,10/21/1994,108,3.290192,4.3,11
28313,Losing Isaiah,en,Released,7603766,17000000,3/17/1995,106,7.698526,6.4,28
11318,The Madness of King George,en,Released,0,0,12/28/1994,107,4.81307,6.7,67
3036,Mary Shelleys Frankenstein,en,Released,112006296,45000000,11/4/1994,123,14.287753,6.1,272
40490,Man of the House,en,Released,0,0,3/3/1995,96,2.558118,5.1,40
24070,Mixed Nuts,en,Released,0,15000000,12/21/1994,97,2.899608,5.2,37
8986,Milk Money,en,Released,18137661,0,8/31/1994,108,3.770115,5.6,49
10510,Miracle on 34th Street,en,Released,46264384,0,11/18/1994,114,5.831622,6.4,199
17402,Miami Rhapsody,en,Released,5,6,1/27/1995,95,1.137266,5.6,7
38722,My Family,en,Released,0,5500000,5/3/1995,128,3.121288,7,11
8438,Murder in the First,en,Released,17381942,0,1/20/1995,122,9.518564,6.9,140
11593,Nobodys Fool,en,Released,0,0,12/23/1994,110,2.891269,7,56
1945,Nell,en,Released,106683817,31000000,12/23/1994,112,5.930957,6.1,128
39310,New Jersey Drive,en,Released,0,0,4/19/1995,98,0.629955,6.9,7
109560,New York Cop,en,Released,0,0,8/14/1993,93,0.004537,0,0
56428,Beyond Bedlam,en,Released,0,4800000,4/22/1994,89,0.426952,4,4
63105,Nemesis 2   Nebula,en,Released,0,0,9/26/1995,83,1.466491,4.6,10
131957,Nina Takes a Lover,en,Released,0,0,3/3/1995,100,0.769522,7.4,4
241,Natural Born Killers,en,Released,50282766,34000000,8/25/1994,119,11.226856,6.9,927
9058,Only You,en,Released,0,0,9/17/1994,115,4.936761,6.4,92
527,Once Were Warriors,en,Released,2201126,0,9/2/1994,99,4.025276,7.6,106
18220,Poison Ivy II Lily,en,Released,0,0,1/16/1996,106,6.448039,4.6,32
6950,Outbreak,en,Released,189859560,50000000,3/10/1995,127,13.676444,6.4,522
101,Leon The Professional,fr,Released,45284974,16000000,9/14/1994,110,20.477329,8.2,4293
63020,The Perez Family,en,Released,2832826,11000000,5/12/1995,113,1.433544,6.6,9
2307,A Pyromaniacs Love Story,en,Released,0,0,4/28/1995,94,0.463307,7,2
680,Pulp Fiction,en,Released,213928762,8000000,9/10/1994,154,140.950236,8.3,8670
41478,Panther,en,Released,6834525,0,11/10/1995,124,7.160149,6.4,6
25296,Pushing Hands,zh,Released,152322,400000,2/1/1992,105,1.638622,6.1,9
40156,Priest,en,Released,4176932,0,1/1/1994,98,1.881932,6.4,32
11450,Quiz Show,en,Released,0,0,9/16/1994,133,7.772505,7.1,262
30304,Picture Bride,en,Released,0,0,5/5/1995,94,1.296912,7.4,5
10452,Queen Margot,fr,Released,0,0,5/13/1994,162,4.405405,7,67
12106,The Quick and the Dead,en,Released,18552460,32000000,2/9/1995,107,7.54701,6.2,431
161495,Roommates,sv,Released,12400000,22000000,3/1/1995,108,3.395867,6.4,7
3586,Prt  Porter,en,Released,11300653,15000000,12/23/1994,133,6.259433,5.3,33
110,Three Colors Red,fr,Released,0,0,5/27/1994,99,7.832755,7.8,246
108,Three Colors Blue,fr,Released,0,0,1/10/1993,98,8.843517,7.7,311
109,Three Colors White,fr,Released,0,0,1/26/1994,91,6.5898,7.3,218
159185,Red Firecracker Green Firecracker,zh,Released,0,0,10/14/1994,111,0.078257,7,2
36357,Rent a Kid,en,Released,0,0,1/1/1995,85,1.155255,5.1,15
92769,Relative Fear,en,Released,0,0,10/3/1995,90,0.499601,4.7,3
28033,Stuart Saves His Family,en,Released,0,0,4/12/1995,95,1.390885,5,6
22586,The Swan Princess,en,Released,9771658,35000000,11/18/1994,89,8.910462,6.5,251
14334,The Secret of Roan Inish,en,Released,0,0,1/1/1994,97,1.750481,6.1,15
2636,The Specialist,en,Released,170362582,45000000,10/7/1994,110,10.388183,5.5,317
2164,Stargate,en,Released,196567262,55000000,10/27/1994,121,13.328924,6.8,942
11395,The Santa Clause,en,Released,189833357,22000000,11/10/1994,97,9.665424,6.3,501
278,The Shawshank Redemption,en,Released,28341469,25000000,9/23/1994,142,51.645403,8.5,8358
9905,Shallow Grave,en,Released,0,0,12/22/1994,92,8.223026,7,247
87078,Suture,en,Released,102780,0,9/14/1993,96,1.298224,6,7
12527,Strawberry and Chocolate,es,Released,0,0,1/1/1993,108,1.777197,7.1,16
20306,Swimming with Sharks,en,Released,0,0,9/10/1994,101,5.869261,6.7,104
36614,The Sum of Us,en,Released,0,32,7/12/1994,100,1.407427,6,21
27993,Senior Trip,en,Released,0,0,9/8/1995,91,5.05806,5.7,23
31439,To Live,zh,Released,0,0,6/30/1994,125,5.260627,7.7,62
9067,Tank Girl,en,Released,4064495,25000000,3/31/1995,98,7.602087,5.5,140
9059,Tales from the Crypt Demon Knight,en,Released,0,0,1/13/1995,92,9.455342,6.7,96
193,Star Trek Generations,en,Released,120000000,38000000,11/17/1994,118,8.105708,6.4,461
25066,Tales from the Hood,en,Released,12000000,6000000,5/24/1995,98,2.86007,5.4,33
46797,Tom and Viv,en,Released,0,0,4/15/1994,115,0.704204,5.8,8
12122,Village of the Damned,en,Released,0,0,4/28/1995,99,6.529879,5.6,165
11381,Tommy Boy,en,Released,32648673,0,3/31/1995,97,11.971318,6.8,321
32636,Vanya on 42nd Street,en,Released,0,0,9/13/1994,119,7.039846,6.1,15
36141,The Underneath,en,Released,0,6500000,4/28/1995,99,2.059771,5.6,15
95963,The Walking Dead,en,Released,0,0,2/24/1995,88,0.620873,6.6,4
