movie_production_country_id,movie_id,production_country_code
830,221917,US
831,8072,IT
832,8072,FR
833,35797,FR
834,83857,US
835,33245,US
836,27281,US
837,105045,DE
838,40001,US
839,29621,US
840,29621,MX
841,20762,US
842,48260,GB
843,12656,US
844,38867,US
845,25969,US
846,44103,BE
847,753,US
848,43634,US
849,9103,CA
850,9103,US
851,90214,AU
852,10990,US
853,8866,US
854,12233,US
855,23449,US
856,36355,US
857,37667,GB
858,37667,US
859,90148,AR
860,90148,US
861,922,DE
862,922,JP
863,922,US
864,11876,FR
865,52633,US
866,62364,ES
867,11687,FR
868,9304,US
869,73183,US
870,131232,IT
871,9100,US
872,20759,US
873,46063,US
874,32513,GB
875,40651,GB
876,40651,DE
877,40651,JP
878,36915,GB
879,36915,US
880,40507,US
881,9802,US
882,25697,GB
883,25697,US
884,21588,FR
885,21588,DE
886,21588,IT
887,664,US
888,11867,US
889,47119,FR
890,314352,DE
891,9323,JP
892,10280,US
893,10535,US
894,124613,GB
895,532,GB
896,26744,US
897,16299,GB
898,16299,US
899,10547,MX
900,10547,US
901,245268,US
902,935,GB
903,935,US
904,55613,CA
905,41007,GB
906,41007,US
907,35645,CA
908,35645,US
909,110465,US
910,255546,BR
911,255546,GB
912,40751,TW
913,40751,HK
914,85778,US
915,11101,DE
916,9826,AU
917,9826,US
918,9879,US
919,22621,US
920,7095,US
921,26890,GB
922,26890,US
923,46732,US
924,124633,RS
925,124633,GR
926,124633,GB
927,124633,FR
928,124633,DE
929,202425,BE
930,202425,CD
931,202425,FR
932,77771,SN
933,181083,BF
934,41225,FR
935,41225,IT
936,87190,US
937,627,GB
938,32872,US
939,602,US
940,14553,FR
941,14553,IT
942,14553,GB
943,9566,US
944,10545,US
945,9894,US
946,11543,US
947,9268,CA
948,9268,US
949,9327,US
950,123763,AR
951,81949,FR
952,81949,RO
953,42005,HU
954,183955,PH
955,44535,US
956,44495,US
957,78285,FR
958,11228,US
959,10779,NZ
960,10779,US
961,26748,US
962,38223,US
963,9294,US
964,49963,DE
965,49963,GB
966,49963,US
967,11363,US
968,1645,US
969,31546,GB
970,31546,US
971,77056,FR
972,36344,CA
973,18550,US
974,11511,US
975,172198,HU
976,172198,CH
977,172198,FR
978,34170,US
979,281085,CA
980,281085,US
981,124645,GB
982,12606,US
983,35206,MX
984,35206,FR
985,4837,FR
986,12632,AT
987,12632,DE
988,12632,SE
989,9098,DE
990,282919,DE
991,18975,CZ
992,18975,FR
993,18975,DE
994,18975,GB
995,18975,US
996,11962,US
997,2925,US
998,28628,GB
999,28628,US
1000,3595,US
1001,9308,US
1002,92381,US
1003,18555,US
1004,12123,US
1005,10830,US
1006,3573,US
1007,10546,US
1008,18862,US
1009,31417,FR
1010,31417,IT
1011,9431,US
1012,48144,HK
1013,46986,DE
1014,46986,JP
1015,46986,US
1016,144982,US
1017,47907,US
1018,10061,US
1019,36266,VN
1020,36266,HK
1021,36266,FR
1022,549,US
1023,10478,US
1024,66634,AU
1025,66634,FR
1026,116690,JP
1027,213917,FR
1028,238,US
1029,159,DE
1030,11134,HK
1031,88224,US
1032,132641,JP
1033,42758,GB
1034,9303,US
1035,23945,US
1036,37820,AU
1037,22479,US
1038,9054,US
1039,11985,TW
1040,10232,CH
1041,10232,DE
1042,59569,US
1043,38955,HK
1044,110513,US
1045,11015,DE
1046,11015,JP
1047,11015,NZ
1048,11015,GB
1049,11015,US
1050,9306,US
1051,12559,US
1052,58770,US
1053,3587,US
1054,10723,US
1055,56077,US
1056,19004,US
1057,10987,US
1058,44705,GB
1059,44705,IE
1060,44705,US
1061,20318,US
1062,43596,DE
1063,26933,FR
1064,27854,US
1065,981,US
1066,872,US
1067,2769,US
1068,13320,US
1069,164,US
1070,426,US
1071,567,US
1072,3078,US
1073,13528,US
1074,28288,US
1075,213,US
1076,284,US
1077,239,US
1078,4808,US
1079,289,US
1080,963,US
1081,11113,US
1082,6620,US
1083,804,US
1084,26531,US
1085,909,US
1086,630,US
1087,770,US
1088,31044,US
1089,599,US
1090,15,US
1091,62,US
1092,62,GB
1093,121357,US
1094,705,US
1095,22490,US
1096,223,US
1097,25670,US
1098,303,US
1099,4174,US
1100,8356,US
1101,381,US
1102,20758,US
1103,29376,US
1104,1859,US
1105,18299,US
1106,17281,US
1107,64382,US
1108,10907,US
1109,32093,US
1110,1939,US
1111,22292,US
1112,3598,US
1113,3080,US
1114,198,US
1115,13562,US
1116,1712,US
1117,220,US
1118,3529,US
1119,3085,US
1120,2897,US
1121,1585,US
1122,3083,US
1123,900,US
1124,43795,US
1125,85638,US
1126,50001,US
1127,43905,US
1128,22688,US
1129,23114,US
1130,26378,US
1131,40206,US
1132,22356,US
1133,260,GB
1134,43488,US
1135,22613,US
1136,10331,US
1137,488,GB
1138,488,US
1139,22733,US
1140,22733,GB
1141,22733,IT
1142,261,US
1143,57575,US
1144,57575,FR
1145,32574,US
1146,22657,US
1147,76464,US
1148,22649,US
1149,176841,US
1150,125587,IE
1151,125587,GB
1152,39448,HK
1153,52855,US
1154,52855,ZA
1155,39940,US
1156,85328,US
1157,85328,FR
1158,11076,US
1159,63945,CA
1160,63945,US
1161,58985,US
1162,890,AT
1163,890,DE
1164,10861,US
1165,1770,IE
1166,1770,GB
1167,44465,US
1168,2033,US
1169,18203,US
1170,9333,US
1171,47260,US
1172,9400,US
1173,9401,US
1174,12241,US
1175,11306,US
1176,9625,US
1177,10680,US
1178,6346,US
1179,18660,US
1180,35115,US
1181,14821,US
1182,14136,US
1183,10869,US
1184,22660,US
1185,19186,US
1186,31102,US
1187,6878,US
1188,15944,US
1189,18444,TT
1190,18444,GB
1191,20723,US
1192,173,US
1193,864,US
1194,24795,US
1195,11224,US
1196,81310,US
1197,15947,US
1198,9078,US
1199,29682,US
1200,8367,US
1201,433,US
1202,11360,US
1203,11114,US
1204,12335,US
1205,12092,US
1206,10948,US
1207,11229,US
1208,15121,US
1209,562,US
1210,10163,GB
1211,10163,JP
1212,10163,US
1213,48862,FR
1214,48862,US
1215,47199,GB
1216,11159,GB
1217,11159,FR
1218,9591,US
1219,30500,US
1220,41843,US
1221,55058,US
1222,10938,GB
1223,11412,US
1224,10586,DE
1225,10586,US
1226,42314,US
1227,23223,US
1228,49471,US
1229,38153,US
1230,25147,GB
1231,9716,US
1232,43777,US
1233,43777,DO
1234,454,US
1235,10218,US
1236,819,US
1237,38191,US
1238,56830,US
1239,11238,US
1240,27256,GB
1241,31530,US
1242,66473,US
1243,28120,US
1244,1834,US
1245,26282,US
1246,37218,CA
1247,252,US
1248,116356,BE
1249,16372,GB
1250,11561,US
1251,11302,US
1252,623,GB
1253,623,US
1254,583,GB
1255,12614,GB
1256,12614,US
1257,21711,US
1258,11575,US
1259,475,US
1260,11331,US
1261,521,US
1262,88,US
1263,500,US
1264,792,GB
1265,792,US
1266,8491,US
1267,402,FR
1268,402,US
1269,10537,US
1270,11386,JP
1271,11386,GB
1272,11386,IE
1273,9504,US
1274,15764,GB
1275,15764,US
1276,601,US
1277,67365,US
1278,25842,US
1279,2119,US
1280,744,US
1281,136311,US
1282,221,US
1283,702,US
1284,25750,US
1285,17642,NL
1286,17642,US
1287,427043,AT
1288,146341,US
1289,146341,BG
1290,9305,FR
1291,9305,IT
1292,9305,CH
1293,37616,US
1294,11112,US
1295,21612,US
1296,102461,FR
1297,36998,FR
1298,36998,BE
1299,36998,GB
1300,200383,US
1301,116844,US
1302,1630,US
1303,26626,US
1304,11816,US
1305,11843,GB
1306,10379,GB
1307,10379,US
1308,2756,US
1309,790,US
1310,1103,US
1311,11298,US
1312,4480,FR
1313,4481,FR
1314,49688,CL
1315,49688,MX
1316,10765,US
1317,762,GB
1318,44497,CA
1319,44497,DE
1320,278621,US
1321,55049,PT
1322,55049,FR
1323,10548,US
1324,531,GB
1325,104931,FR
1326,4483,FR
1327,18919,CZ
1328,18919,FR
1329,18919,GB
1330,31556,US
1331,26167,US
1332,26174,US
1333,61461,IT
1334,117500,FR
1335,127973,US
1336,659,DE
1337,659,HR
1338,659,PL
1339,659,FR
1340,30892,GB
1341,86369,FR
1342,86369,BE
1343,86369,NL
1344,8074,FR
1345,38554,US
1346,49763,US
1347,41326,GB
1348,41326,US
1349,36555,US
1350,10608,GB
1351,10608,US
1352,11216,IT
1353,11216,FR
1354,7452,GB
1355,7452,FR
1356,64567,FR
1357,892,FR
1358,1600,FR
1359,1600,NO
1360,1600,PL
1361,26561,GB
1362,975,US
1363,18129,US
1364,150823,US
1365,409,GB
1366,409,US
1367,38251,IT
1368,10161,IE
1369,10161,GB
1370,1412,US
1371,41768,US
1372,10409,AU
1373,14285,US
1374,2469,ES
1375,10174,US
1376,31225,US
1377,510,US
1378,11455,US
1379,1891,US
1380,2493,US
1381,85,US
1382,68,GB
1383,679,GB
1384,679,US
1385,429,US
1386,429,IT
1387,429,ES
1388,429,DE
1389,13446,GB
1390,389,US
1391,947,GB
1392,185,GB
1393,185,US
1394,595,US
1395,28,US
1396,335,IT
1397,335,ES
1398,335,US
1399,1892,US
1400,144,DE
1401,144,FR
1402,1092,GB
1403,769,US
1404,348,US
1405,348,GB
1406,766,US
1407,175,FR
1408,175,IT
1409,175,US
1410,11645,JP
1411,11645,FR
1412,10835,HK
1413,539,US
1414,525,US
1415,240,US
1416,600,GB
1417,600,US
1418,530,GB
1419,10705,GB
1420,279,US
1421,3109,US
1422,311,US
1423,311,IT
1424,1578,US
1425,703,US
1426,9549,US
1427,1398,RU
1428,387,DE
1429,9277,US
1430,343,US
1431,37291,GB
1432,37291,US
1433,490,SE
1434,11235,GB
1435,218,GB
1436,218,US
1437,763,NZ
1438,9665,US
1439,18971,GB
1440,18971,US
1441,696,US
1442,379,US
1443,207,US
1444,37247,US
1445,1480,US
1446,9322,FR
1447,9322,IT
1448,826,GB
1449,826,US
1450,422,IT
1451,422,FR
1452,829,US
1453,828,US
1454,3090,US
1455,9964,NZ
1456,3063,US
1457,13667,US
1458,694,US
1459,694,GB
1460,235,US
1461,832,DE
1462,765,US
1463,5925,US
1464,11778,GB
1465,11778,US
1466,4485,FR
1467,137,US
1468,33,US
1469,982,US
1470,8428,CA
1471,8428,US
1472,212,US
1473,105,US
1474,1633,US
1475,11202,US
1476,1554,DE
1477,1554,US
1478,149,JP
1479,8009,GB
1480,8009,US
1481,903,US
1482,11673,FR
1483,3034,US
1484,339,DE
1485,339,FI
1486,339,FR
1487,339,GB
1488,339,US
1489,10404,CN
1490,10404,HK
1491,10404,TW
1492,914,US
1493,756,US
1494,288,US
1495,910,US
1496,2640,US
1497,16633,US
1498,665,US
1499,11031,US
1500,11314,US
1501,15143,US
1502,89,US
1503,10322,US
1504,783,IN
1505,783,GB
1506,10644,US
1507,11257,GB
1508,14370,US
1509,12104,GB
1510,625,GB
1511,8816,SE
1512,830,US
1513,2323,US
1514,983,US
1515,983,GB
1516,642,US
1517,655,DE
1518,655,FR
1519,655,GB
1520,655,US
1521,10341,AU
1522,10341,FR
1523,10341,DE
1524,10341,US
1525,639,US
1526,168450,US
1527,30180,US
1528,31388,US
1529,41801,DE
1530,41801,US
1531,66034,US
1532,348138,US
1533,96288,DE
1534,96288,GB
1535,96288,US
1536,61536,US
1537,18762,GB
1538,8077,GB
1539,8077,US
1540,814,GB
1541,814,US
1542,41671,US
1543,27214,US
1544,52263,US
1545,33519,US
1546,16235,IT
1547,16235,MX
1548,16235,US
1549,11449,US
1550,41848,CA
1551,41848,US
1552,25944,IT
1553,25944,FR
1554,24913,CA
1555,24913,US
1556,49126,US
1557,32076,US
1558,571,US
1559,8851,US
1560,37843,US
1561,32146,US
1562,30346,US
1563,6114,US
1564,229,US
1565,13549,IT
1566,13549,US
1567,9529,US
1568,1598,US
1569,11349,US
1570,7340,US
1571,6217,US
1572,377,US
1573,653,DE
1574,28198,IT
1575,794,GB
1576,794,US
1577,31640,GB
1578,31640,US
1579,8744,US
1580,25189,US
1581,145,DK
1582,145,FR
1583,145,IS
1584,145,NL
1585,145,NO
1586,145,SE
1587,2212,US
1588,199,US
1589,7863,AU
1590,12498,US
1591,9279,US
1592,17204,US
1593,21539,US
1594,85589,SE
1595,85589,NO
1596,12709,FR
1597,20539,US
1598,11674,GB
1599,11674,US
1600,199512,IT
1601,64900,FR
1602,64900,DE
1603,64900,CH
1604,1573,US
1605,152,US
1606,174,US
1607,172,US
1608,154,US
1609,157,US
1610,168,US
1611,364,GB
1612,364,US
1613,11967,US
1614,9086,US
1615,621,US
1616,9037,US
1617,10173,US
1618,55687,US
1619,168535,US
1620,8845,FR
1621,8845,US
1622,46681,US
1623,578,US
1624,579,US
1625,17692,US
1626,17795,US
1627,75,US
1628,13891,US
1629,9390,US
1630,378,US
1631,10896,US
1632,2322,US
1633,26949,US
1634,9819,US
1635,49799,US
1636,31908,US
1637,46027,US
1638,3179,US
1639,1802,FR
1640,1802,DE
1641,4232,US
1642,9361,US
1643,2928,US
1644,30285,US
1645,10549,GB
1646,10549,US
1647,58102,GB
1648,58102,IE
1649,27265,US
1650,49935,FR
1651,8818,US
1652,8818,HU
1653,36758,GB
1654,36758,US
1655,36040,AU
1656,36040,GB
1657,74239,GB
1658,74239,US
1659,9415,US
1660,303693,US
1661,12145,GB
1662,12145,US
1663,42424,US
1664,34314,US
1665,2892,AU
1666,9404,AU
1667,9404,HK
1668,9404,RU
1669,9404,US
1670,9622,US
1671,8860,US
1672,66597,US
1673,14832,FR
1674,14832,DE
1675,14832,GB
1676,9619,US
1677,40506,US
1678,31000,US
1679,4104,US
1680,26306,US
1681,203829,DE
1682,203829,CH
1683,43775,ES
1684,43775,DE
1685,43775,CU
1686,14908,US
1687,784,FR
1688,784,CZ
1689,784,GB
1690,12489,US
1691,16448,US
1692,55936,RU
1693,55936,KZ
1694,17894,US
1695,28059,US
1696,58911,AU
1697,17949,US
1698,1968,US
1699,61563,US
1700,66,US
1701,11419,US
1702,25796,US
1703,638,US
1704,25624,US
1705,9366,US
1706,60083,FR
1707,60083,DZ
1708,60083,BE
1709,60083,LU
1710,21915,US
1711,90928,US
1712,50091,US
1713,18420,US
1714,19952,US
1715,9446,US
1716,28005,GB
1717,28005,IN
1718,28005,US
1719,28005,JP
1720,28005,DE
1721,9403,US
1722,27322,US
1723,10003,US
1724,9311,DE
1725,9311,DK
1726,9311,SE
1727,11844,IE
1728,11844,GB
1729,884,CA
1730,49806,CA
1731,49806,US
1732,1624,US
1733,16052,US
1734,4477,US
1735,24662,US
1736,76996,AU
1737,6499,JP
1738,6499,US
1739,50512,US
1740,9405,US
1741,12723,US
1742,9360,BR
1743,9360,PE
1744,9360,US
1745,9434,US
1746,21626,CA
1747,13982,GB
1748,13982,US
1749,77223,AU
1750,77223,US
1751,31465,US
1752,12793,GB
1753,105763,RU
1754,105763,FR
1755,105763,GE
1756,105763,UA
1757,105763,BE
1758,9611,US
1759,47694,CN
1760,47694,HK
1761,10357,US
1762,9977,AU
1763,816,DE
1764,816,US
1765,2163,US
1766,124680,NZ
1767,124843,US
1768,31017,US
1769,49478,CN
1770,49478,US
1771,12499,US
1772,18,FR
1773,68545,CA
1774,68545,GB
1775,1811,US
1776,1811,FR
1777,109614,US
1778,105045,DE
1779,53023,FR
1780,64802,US
1781,11239,JP
1782,50850,US
1783,15321,GB
1784,2058,US
1785,9450,GB
1786,9450,US
1787,330,US
1788,38523,FR
1789,16375,US
1790,33660,US
1791,59232,US
1792,45671,GB
1793,45671,US
1794,45671,FR
1795,17770,US
1796,15170,US
1797,1701,US
1798,26422,FR
1799,26422,LU
1800,26422,GB
1801,1639,US
1802,106129,US
1803,107743,US
1804,415,GB
1805,415,US
1806,47686,US
1807,65889,IT
1808,65889,US
1809,11103,US
1810,11970,US
1811,34941,US
1812,407992,US
1813,8874,US
1814,17991,JP
